Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF;Code Ligne
2572;24;TB;MOA;C516.5004.01;NON;;Valeur;Impôt sur les Sociétés (au taux réduit);Montant entier sans décimale;906577;104
2572;24;TE;MOA;C516.5004.01;NON;;Valeur;RTD - Crédit d'impôt en faveur des représentations théâtrales d'oeuvres dramatiques;Montant entier sans décimale;911724;89
2572;24;TF;MOA;C516.5004.01;NON;;Valeur;CPG - Crédit d'impôt entreprises agricoles secteur cultures permanentes sans glyphosate;Montant entier sans décimale;911725;90
2572;24;TG;MOA;C516.5004.01;NON;;Valeur;HVE - Crédit d'impôt entreprises agricoles certification exploitation haute valeur environnementale;Montant entier sans décimale;911726;91
2572;24;TN;MOA;C516.5004.01;NON;;Valeur;Base de l'Impôt sur les sociétés (au taux normal à 25%);Montant entier sans décimale;912355;139
2572;24;TP;MOA;C516.5004.01;NON;;Valeur;Impôt sur les Sociétés (au taux normal à 25%);Montant entier sans décimale;912356;140
2572;24;TQ;MOA;C516.5004.01;NON;;Valeur;COM - Réduction d'impôt collectivités outre-mer au titre de N;Montant entier sans décimale;912357;92
2572;24;TR;MOA;C516.5004.01;NON;;Valeur;COM - Solde de créance des exercices antérieurs (Exercices N-5 à N-1);Montant entier sans décimale;312358;141
2572;24;TS;MOA;C516.5004.01;NON;;Valeur;EOM - Crédit d'impôt en faveur des éditeurs d'oeuvres musicales;Montant entier sans décimale;912359;93
2572;24;TT;MOA;C516.5004.01;NON;;Valeur;Assiette de la contribution temporaire de solidarité;Montant entier sans décimale;912360;143
2572;24;TU;MOA;C516.5004.01;NON;;Valeur;Montant de la contribution temporaire de solidarité (Ligne 143 * 33%);Montant entier sans décimale;912361;144
2572;24;TV;MOA;C516.5004.01;NON;;Valeur;Contribution temporaire de solidarité;Montant entier sans décimale;912362;94
2572;24;TW;MOA;C516.5004.01;NON;;Valeur;CRC - Crédit d'impôt recherche collaborative au titre de N;Montant entier sans décimale;912364;95
2572;24;TX;MOA;C516.5004.01;NON;;Valeur;CRC - S olde de créances des exercices antérieurs (Exercices N-3 à N-1);Montant entier sans décimale;912365;142
2572;24;TY;MOA;C516.5004.01;NON;;Valeur;TZM - Réduction d'impôt prêt à taux zéro mobilité au titre de N;Montant entier sans décimale;912942;97
2572;24;TZ;MOA;C516.5004.01;NON;;Valeur;TZM - solde de créance des exercices antérieurs (Exercices N-4 à N-1);Montant entier sans décimale;912943;145
2572;24;UA;MOA;C516.5004.01;NON;;Valeur;2LI - Créance d'impôt en faveur des investisseurs institutionnels dans le logement locatif intermédiaire au titre de N;Montant entier sans décimale;912944;96
2572;24;UB;MOA;C516.5004.01;NON;;Valeur;2LI - solde de créance des exercices antérieurs (Exercices N-3 à N-1);Montant entier sans décimale;912945;146
2787;24;AA;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Prime émise - Base;Montant entier sans décimale;912586;AA
2787;24;AB;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Prime émise - Taxe;Montant entier sans décimale;912587;AA
2787;24;AC;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Annulations;Montant entier sans décimale;912588;AB
2787;24;AD;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Régularisation : augmentation;Montant entier sans décimale;912589;AC
2787;24;AE;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Régularisation : diminution;Montant entier sans décimale;912590;
2787;24;AF;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Taxe due;Montant entier sans décimale;912591;A01
2787;24;AG;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie risques agricoles non exonérés - Excédent;Montant entier sans décimale;912592;
2787;24;AH;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Prime émise - Base;Montant entier sans décimale;912593;AD
2787;24;AI;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Prime émise - Taxe;Montant entier sans décimale;912594;AD
2787;24;AJ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Annulations;Montant entier sans décimale;912595;AE
2787;24;AK;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Régularisation : augmentation;Montant entier sans décimale;912596;AF
2787;24;AL;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Régularisation : diminution;Montant entier sans décimale;912597;
2787;24;AM;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Taxe due;Montant entier sans décimale;912598;A02
2787;24;AN;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie caisses départementales - Excédent;Montant entier sans décimale;912599;
2787;24;AO;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Prime émise - Base;Montant entier sans décimale;912600;AG
2787;24;AP;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Prime émise - Taxe;Montant entier sans décimale;912601;AG
2787;24;AQ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Annulations;Montant entier sans décimale;912602;AH
2787;24;AR;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Régularisation : augmentation;Montant entier sans décimale;912603;AI
2787;24;AS;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Régularisation : diminution;Montant entier sans décimale;912604;
2787;24;AT;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Taxe due;Montant entier sans décimale;912605;A03
2787;24;AU;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Incendie tarif normal - Excédent;Montant entier sans décimale;912606;
2787;24;AV;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Prime émise - Base;Montant entier sans décimale;912607;AJ
2787;24;AW;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Prime émise - Taxe;Montant entier sans décimale;912608;AJ
2787;24;AX;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Annulations;Montant entier sans décimale;912609;AK
2787;24;AY;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Régularisation : augmentation;Montant entier sans décimale;912610;AL
2787;24;AZ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Régularisation : diminution;Montant entier sans décimale;912611;
2787;24;BA;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Taxe due;Montant entier sans décimale;912612;A04
2787;24;BB;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Activités professionnelles incendies - Excédent;Montant entier sans décimale;912613;
2787;24;BC;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Prime émise - Base;Montant entier sans décimale;912614;AM
2787;24;BD;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Prime émise - Taxe;Montant entier sans décimale;912615;AM
2787;24;BE;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Annulations;Montant entier sans décimale;912616;AN
2787;24;BF;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Régularisation : augmentation;Montant entier sans décimale;912617;AO
2787;24;BG;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Régularisation : diminution;Montant entier sans décimale;912618;
2787;24;BH;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Taxe due;Montant entier sans décimale;912619;A05
2787;24;BI;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Pertes - Excédent;Montant entier sans décimale;912620;
2787;24;BJ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Prime émise - Base;Montant entier sans décimale;912621;AP
2787;24;BK;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Prime émise - Taxe;Montant entier sans décimale;912622;AP
2787;24;BL;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Annulations;Montant entier sans décimale;912623;AQ
2787;24;BM;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Régularisation : augmentation;Montant entier sans décimale;912624;AR
2787;24;BN;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Régularisation : diminution;Montant entier sans décimale;912625;
2787;24;BO;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Taxe due;Montant entier sans décimale;912626;A06
2787;24;BP;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Navigation - Excédent;Montant entier sans décimale;912627;
2787;24;BQ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Prime émise - Base;Montant entier sans décimale;912628;AS
2787;24;BR;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Prime émise - Taxe;Montant entier sans décimale;912629;AS
2787;24;BS;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Annulations;Montant entier sans décimale;912630;AT
2787;24;BT;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Régularisation : augmentation;Montant entier sans décimale;912631;AU
2787;24;BU;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Régularisation : diminution;Montant entier sans décimale;912632;
2787;24;BV;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Taxe due;Montant entier sans décimale;912633;A07
2787;24;BW;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Véhicules terrestres à moteur - Excédent;Montant entier sans décimale;912634;
2787;24;BX;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Prime émise - Base;Montant entier sans décimale;912635;AW
2787;24;BY;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Prime émise - Taxe;Montant entier sans décimale;912636;AW
2787;24;BZ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Annulations;Montant entier sans décimale;912637;AX
2787;24;CA;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Régularisation : augmentation;Montant entier sans décimale;912638;AY
2787;24;CB;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Régularisation : diminution;Montant entier sans décimale;912639;
2787;24;CC;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Taxe due;Montant entier sans décimale;912640;A08
2787;24;CD;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Toutes autres assurances - Excédent;Montant entier sans décimale;912641;
2787;24;CE;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Total taxe due;Montant entier sans décimale;912642;A09
2787;24;CF;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Total excédent;Montant entier sans décimale;912643;A10
2787;24;CG;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Report excédent antérieur;Montant entier sans décimale;912644;A11
2787;24;CH;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Montant total excédent disponible;Montant entier sans décimale;912645;A12
2787;24;CI;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Montant excédent imputé;Montant entier sans décimale;912646;A13
2787;24;CJ;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Net à payer;Montant entier sans décimale;912647;A14
2787;24;CK;MOA;C516.5004.01;NON;;Valeur;TSCA Départements - Excédent à reporter;Montant entier sans décimale;912648;A15
2787;24;DA;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Prime émise - Base;Montant entier sans décimale;912649;BA
2787;24;DB;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Prime émise - Taxe;Montant entier sans décimale;912650;BA
2787;24;DC;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Annulations;Montant entier sans décimale;912651;BB
2787;24;DD;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Régularisation : augmentation;Montant entier sans décimale;912652;BC
2787;24;DE;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Régularisation : diminution;Montant entier sans décimale;912653;
2787;24;DF;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Taxe due;Montant entier sans décimale;912654;B02
2787;24;DG;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Excédent de versement;Montant entier sans décimale;912655;B03
2787;24;DH;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Imputation de l-excédent;Montant entier sans décimale;912656;B04
2787;24;DI;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Net à payer;Montant entier sans décimale;912657;B05
2787;24;DJ;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur avec PTAC supérieur à 3,5 tonnes - Excédent à reporter;Montant entier sans décimale;912658;B06
2787;24;DK;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Prime émise - Base;Montant entier sans décimale;912659;BD
2787;24;DL;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Prime émise - Taxe;Montant entier sans décimale;912660;BD
2787;24;DM;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Annulations;Montant entier sans décimale;912661;BE
2787;24;DN;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Régularisation : augmentation;Montant entier sans décimale;912662;BF
2787;24;DO;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Régularisation : diminution;Montant entier sans décimale;912663;
2787;24;DP;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Taxe due;Montant entier sans décimale;912664;B08
2787;24;DQ;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Excédent de versement;Montant entier sans décimale;912665;B09
2787;24;DR;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Imputation de l-excédent;Montant entier sans décimale;912666;B10
2787;24;DS;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Net à payer;Montant entier sans décimale;912667;B11
2787;24;DT;MOA;C516.5004.01;NON;;Valeur;TSCA Autres affectataires - Véhicules terrestres à moteur (responsabilité civile obligatoire) - Excédent à reporter;Montant entier sans décimale;912668;B12
2787;24;EA;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Prime émise - Base;Montant entier sans décimale;912669;CA
2787;24;EB;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Prime émise - Taxe;Montant entier sans décimale;912670;CA
2787;24;EC;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Annulations;Montant entier sans décimale;912671;CB
2787;24;ED;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Régularisation : augmentation;Montant entier sans décimale;912672;CC
2787;24;EE;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Régularisation : diminution;Montant entier sans décimale;912673;
2787;24;EF;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Taxe due;Montant entier sans décimale;912674;C02
2787;24;EG;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Excédent de versement;Montant entier sans décimale;912675;C03
2787;24;EH;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Imputation de l-excédent;Montant entier sans décimale;912676;C04
2787;24;EI;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Net à payer;Montant entier sans décimale;912677;C05
2787;24;EJ;MOA;C516.5004.01;NON;;Valeur;TSCA Assurance emprunteur décès - Excédent à reporter;Montant entier sans décimale;912678;C06
2787;24;IA;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Prime émise - Base;Montant entier sans décimale;912679;DA
2787;24;IB;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Prime émise - Taxe;Montant entier sans décimale;912680;DA
2787;24;IC;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Annulations;Montant entier sans décimale;912681;DB
2787;24;ID;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Régularisation : augmentation;Montant entier sans décimale;912682;DC
2787;24;IE;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Régularisation : diminution;Montant entier sans décimale;912683;
2787;24;IF;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Taxe due;Montant entier sans décimale;912684;D02
2787;24;IG;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Excédent de versement;Montant entier sans décimale;912685;D03
2787;24;IH;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Imputation de l-excédent;Montant entier sans décimale;912686;D04
2787;24;II;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Net à payer;Montant entier sans décimale;912687;D05
2787;24;IJ;MOA;C516.5004.01;NON;;Valeur;TSCA Protection juridique - Excédent à reporter;Montant entier sans décimale;912688;D06
2787;24;JA;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Prime émise - Base;Montant entier sans décimale;912689;EA
2787;24;JB;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Prime émise - Taxe;Montant entier sans décimale;912690;EA
2787;24;JC;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Annulations;Montant entier sans décimale;912691;EB
2787;24;JD;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Régularisation : augmentation;Montant entier sans décimale;912692;EC
2787;24;JE;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Régularisation : diminution;Montant entier sans décimale;912693;
2787;24;JF;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Taxe due;Montant entier sans décimale;912778;
2787;24;JG;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Dommages bâtiments, cheptel mort, véhicules utilitaires - Excédent de versement;Montant entier sans décimale;912779;
2787;24;JH;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Circonscription entre Dunkerque et Saint-Nazaire - Prime émise - Base;Montant entier sans décimale;912694;EE
2787;24;JI;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Circonscription entre Dunkerque et Saint-Nazaire - Prime émise - Taxe;Montant entier sans décimale;912695;EE
2787;24;JJ;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Autres circonscriptions - Prime émise - Base;Montant entier sans décimale;912696;EF
2787;24;JK;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Autres circonscriptions - Prime émise - Taxe;Montant entier sans décimale;912697;EF
2787;24;JL;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Total prime émise - Base;Montant entier sans décimale;912698;ED
2787;24;JM;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Total prime émise - Taxe;Montant entier sans décimale;912699;ED
2787;24;JN;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Annulations;Montant entier sans décimale;912700;EG
2787;24;JO;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Régularisation : augmentation;Montant entier sans décimale;912701;EH
2787;24;JP;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Régularisation : diminution;Montant entier sans décimale;912702;
2787;24;JQ;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Taxe due;Montant entier sans décimale;912780;
2787;24;JR;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Exploitations conchylicoles - Excédent de versement;Montant entier sans décimale;912781;
2787;24;JS;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Taxe due;Montant entier sans décimale;912703;E02
2787;24;JT;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Excédent de versement;Montant entier sans décimale;912704;E03
2787;24;JU;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Report excédent antérieur;Montant entier sans décimale;912705;E04
2787;24;JV;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Montant total excédent disponible;Montant entier sans décimale;912706;E05
2787;24;JW;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Montant excédent imputé;Montant entier sans décimale;912707;E06
2787;24;JX;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Net à payer;Montant entier sans décimale;912708;E07
2787;24;JY;MOA;C516.5004.01;NON;;Valeur;Contributions additionnelles FNGRA - Excédent à reporter;Montant entier sans décimale;912709;E08
2787;24;KA;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Produit des primes additionnelles - Base;Montant entier sans décimale;912710;FA
2787;24;KB;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Produit des primes additionnelles - Taxe;Montant entier sans décimale;912711;FA
2787;24;KC;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Produit des primes additionnelles - Annulations;Montant entier sans décimale;912712;FB
2787;24;KD;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Produit des primes additionnelles - Régularisation : augmentation;Montant entier sans décimale;912713;FC
2787;24;KE;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Produit des primes additionnelles - Régularisation : diminution;Montant entier sans décimale;912714;
2787;24;KF;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Taxe due;Montant entier sans décimale;912715;F02
2787;24;KG;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Excédent de versement;Montant entier sans décimale;912716;F03
2787;24;KH;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Imputation de l-excédent;Montant entier sans décimale;912717;F04
2787;24;KI;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Net à payer;Montant entier sans décimale;912718;F05
2787;24;KJ;MOA;C516.5004.01;NON;;Valeur;Prélèvement FPRNM - Excédent à reporter;Montant entier sans décimale;912719;F06
2787;24;LA;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - Assureurs - Taux 20 % - Base;Montant entier sans décimale;912720;GA
2787;24;LB;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - Assureurs - Taux 20 % - Taxe;Montant entier sans décimale;912721;GA
2787;24;LC;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - Assureurs - Taux 31,25 % - Base;Montant entier sans décimale;912722;GB
2787;24;LD;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - Assureurs - Taux 31,25 % - Taxe;Montant entier sans décimale;912723;GB
2787;24;LE;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - Assureurs - Taxe due;Montant entier sans décimale;912724;G01
2787;24;LF;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - CDC - Taux 20 % - Base;Montant entier sans décimale;912725;GC
2787;24;LG;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - CDC - Taux 20 % - Taxe;Montant entier sans décimale;912726;GC
2787;24;LH;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - CDC - Taux 31,25 % - Base;Montant entier sans décimale;912727;GD
2787;24;LI;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - CDC - Taux 31,25 % - Taxe;Montant entier sans décimale;912728;GD
2787;24;LJ;MOA;C516.5004.01;NON;;Valeur;Prélèvements contrats assurance-vie - CDC - Taxe due;Montant entier sans décimale;912729;G02
2787;24;MA;QTY;C186.6060.01;NON;;Valeur;Cotisation professionnels de santé - Médecins à spécialités - Nombre;Quantité entière sans décimale;912730;HA
2787;24;MB;MOA;C516.5004.01;NON;;Valeur;Cotisation professionnels de santé - Médecins à spécialités - Montant;Montant entier sans décimale;912731;HA
2787;24;MC;QTY;C186.6060.01;NON;;Valeur;Cotisation professionnels de santé - Autres médecins et chirurgiens dentistes - Nombre;Quantité entière sans décimale;912732;HB
2787;24;MD;MOA;C516.5004.01;NON;;Valeur;Cotisation professionnels de santé - Autres médecins et chirurgiens dentistes - Montant;Montant entier sans décimale;912733;HB
2787;24;ME;QTY;C186.6060.01;NON;;Valeur;Cotisation professionnels de santé - Autres professionnels de santé - Nombre;Quantité entière sans décimale;912734;HC
2787;24;MF;MOA;C516.5004.01;NON;;Valeur;Cotisation professionnels de santé - Autres professionnels de santé - Montant;Montant entier sans décimale;912735;HC
2787;24;MG;MOA;C516.5004.01;NON;;Valeur;Cotisation professionnels de santé - Taxe due;Montant entier sans décimale;912736;H01
2787;24;NA;QTY;C186.6060.01;NON;;Valeur;Contributions FGTI - Prime émise - Nombre de contrats;Quantité entière sans décimale;912737;IA
2787;24;NB;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Prime émise - Taxe;Montant entier sans décimale;912738;IA
2787;24;NC;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Annulations;Montant entier sans décimale;912739;IB
2787;24;ND;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Régularisation : augmentation;Montant entier sans décimale;912740;IC
2787;24;NE;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Régularisation : diminution;Montant entier sans décimale;912741;
2787;24;NF;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Taxe due;Montant entier sans décimale;912742;I02
2787;24;NG;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Excédent de versement;Montant entier sans décimale;912743;I03
2787;24;NH;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Imputation de l-excédent;Montant entier sans décimale;912744;I04
2787;24;NI;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Net à payer;Montant entier sans décimale;912745;I05
2787;24;NJ;MOA;C516.5004.01;NON;;Valeur;Contributions FGTI - Excédent à reporter;Montant entier sans décimale;912746;I06
